Strike,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Return %,Status
ATM_CALL,2026-03-02 13:25:00,2026-03-02 13:35:00,28.05,27.63,891,-399.69,-1.6,LOSS
ATM_CALL,2026-03-02 14:00:00,2026-03-02 14:10:00,44.0,43.34,567,-398.98,-1.6,LOSS
ATM_CALL,2026-03-04 12:40:00,2026-03-04 13:00:00,300.0,295.5,83,-398.21,-1.6,LOSS
ATM+1_CALL,2026-03-02 13:15:00,2026-03-02 13:25:00,21.1,20.78,1184,-399.53,-1.6,LOSS
ATM+1_CALL,2026-03-02 13:30:00,2026-03-02 13:40:00,26.55,26.15,941,-399.55,-1.6,LOSS
ATM+1_CALL,2026-03-04 12:20:00,2026-03-04 12:30:00,301.85,297.32,82,-395.84,-1.6,LOSS
ATM+1_CALL,2026-03-04 12:35:00,2026-03-04 13:00:00,275.25,271.12,90,-396.17,-1.6,LOSS
ATM-1_CALL,2026-03-02 13:15:00,2026-03-02 13:25:00,66.3,65.31,377,-399.73,-1.6,LOSS
ATM-1_CALL,2026-03-02 13:30:00,2026-03-02 13:40:00,82.85,81.61,301,-398.82,-1.6,LOSS
ATM-1_CALL,2026-03-02 13:55:00,2026-03-02 14:05:00,56.9,56.05,439,-399.48,-1.6,LOSS
ATM-1_CALL,2026-03-04 12:20:00,2026-03-04 12:30:00,362.8,357.36,68,-394.54,-1.6,LOSS
ATM-1_CALL,2026-03-04 12:35:00,2026-03-04 13:00:00,332.0,327.02,75,-398.21,-1.6,LOSS
