Strike,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Return %,Status
ATM_CALL,2026-03-02 14:35:00,2026-03-02 14:45:00,51.0,50.24,490,-399.65,-1.6,LOSS
ATM_CALL,2026-03-04 10:15:00,2026-03-04 10:25:00,329.9,324.95,75,-395.69,-1.6,LOSS
ATM_CALL,2026-03-04 10:30:00,2026-03-04 10:40:00,325.25,320.37,76,-395.32,-1.6,LOSS
ATM_CALL,2026-03-04 10:50:00,2026-03-04 11:05:00,316.65,311.9,78,-394.99,-1.6,LOSS
ATM_CALL,2026-03-04 11:55:00,2026-03-04 12:05:00,309.85,305.2,80,-396.42,-1.6,LOSS
ATM_CALL,2026-03-04 12:15:00,2026-03-04 12:30:00,304.65,300.08,81,-394.64,-1.6,LOSS
ATM_CALL,2026-03-04 13:05:00,2026-03-04 13:15:00,326.25,321.36,76,-396.53,-1.6,LOSS
ATM_CALL,2026-03-04 14:10:00,2026-03-04 14:20:00,338.05,332.98,73,-394.66,-1.6,LOSS
ATM_CALL,2026-03-04 14:25:00,2026-03-04 14:35:00,311.7,307.02,79,-393.8,-1.6,LOSS
ATM_CALL,2026-03-05 13:45:00,2026-03-05 13:55:00,214.4,211.18,116,-397.74,-1.6,LOSS
ATM_CALL,2026-03-06 10:40:00,2026-03-06 10:50:00,204.8,201.73,121,-396.31,-1.6,LOSS
ATM_CALL,2026-03-06 11:35:00,2026-03-06 11:45:00,215.5,212.27,115,-396.33,-1.6,LOSS
ATM_CALL,2026-03-06 13:25:00,2026-03-06 13:35:00,205.25,202.17,121,-397.18,-1.6,LOSS
ATM_CALL,2026-03-06 14:20:00,2026-03-06 14:30:00,216.0,212.76,115,-397.25,-1.6,LOSS
ATM_CALL,2026-03-06 14:35:00,2026-03-06 14:45:00,218.65,215.37,113,-395.13,-1.6,LOSS
ATM+1_CALL,2026-03-02 14:45:00,2026-03-02 14:55:00,7.05,6.94,3546,-399.8,-1.6,LOSS
ATM+1_CALL,2026-03-04 11:10:00,2026-03-04 11:20:00,300.45,295.94,83,-398.81,-1.6,LOSS
ATM+1_CALL,2026-03-04 11:35:00,2026-03-04 11:50:00,298.05,293.58,83,-395.62,-1.6,LOSS
ATM+1_CALL,2026-03-04 12:45:00,2026-03-04 13:00:00,279.95,275.75,89,-398.46,-1.6,LOSS
ATM+1_CALL,2026-03-04 13:10:00,2026-03-04 13:20:00,285.2,280.92,87,-396.81,-1.6,LOSS
ATM+1_CALL,2026-03-04 13:35:00,2026-03-04 13:45:00,298.0,293.53,83,-395.56,-1.6,LOSS
ATM+1_CALL,2026-03-04 14:10:00,2026-03-04 14:20:00,307.65,303.04,81,-398.53,-1.6,LOSS
ATM+1_CALL,2026-03-05 15:20:00,2026-03-06 09:15:00,183.95,181.19,135,-397.15,-1.6,LOSS
ATM+1_CALL,2026-03-06 10:20:00,2026-03-06 10:30:00,184.1,181.34,135,-397.47,-1.6,LOSS
