timestamp,spot_open,spot_high,spot_low,spot_close,spot_volume,ce_open,ce_high,ce_low,ce_close,ce_volume,ce_iv,ce_oi,ce_strike,pe_open,pe_high,pe_low,pe_close,pe_volume,pe_iv,pe_oi,pe_strike
2026-01-12 09:15:00 +0530,21986.9,22003.6,21959.5,21960.3,38301746.0,548.9,548.9,399.0,399.9,148240,11.611137,253340,83500.0,330.2,387.4,296.35,384.55,371380,12.46882,457080,83500.0
2026-01-12 09:16:00 +0530,21961.05,21961.05,21929.3,21932.25,29291461.0,525.3,539.0,476.45,477.5,69480,13.2468,54980,83300.0,294.45,325.2,283.65,319.4,220520,11.188937,114720,83300.0
2026-01-12 09:17:00 +0530,21932.3,21938.2,21915.6,21918.65,17072959.0,483.35,496.5,470.65,470.65,72340,13.134653,54980,83300.0,318.55,323.0,304.9,322.65,247700,11.206291,114720,83300.0
2026-01-12 09:18:00 +0530,21918.3,21922.0,21906.45,21918.35,10526619.0,470.05,504.4,470.05,481.9,99500,13.147754,131020,83300.0,324.05,324.8,296.55,311.2,252160,11.137929,114720,83300.0
2026-01-12 09:19:00 +0530,21918.25,21921.95,21904.4,21904.7,10441736.0,487.1,500.45,465.05,465.05,58260,12.98041,131020,83300.0,307.1,318.35,300.55,318.35,167760,11.061485,114720,83300.0
2026-01-12 09:20:00 +0530,21903.2,21903.2,21880.55,21888.05,8634069.0,531.15,531.15,487.1,487.1,28720,13.24082,45640,83200.0,279.75,308.25,279.1,306.3,262660,11.073215,121720,83200.0
2026-01-12 09:21:00 +0530,21887.45,21887.45,21861.9,21863.4,10923795.0,485.8,490.7,471.15,479.65,45960,13.242758,71060,83200.0,306.65,327.2,306.0,321.4,295480,11.349233,315660,83200.0
2026-01-12 09:22:00 +0530,21864.4,21868.4,21836.7,21847.25,14993331.0,480.3,485.35,466.2,484.7,39700,13.180857,71060,83200.0,320.7,338.8,315.6,324.1,224220,11.618642,315660,83200.0
2026-01-12 09:23:00 +0530,21847.85,21848.45,21826.2,21827.9,6667102.0,483.65,493.1,467.55,469.0,40880,13.113828,71060,83200.0,322.8,344.35,321.1,338.95,271880,11.725765,315660,83200.0
2026-01-12 09:24:00 +0530,21826.75,21827.15,21802.85,21806.6,11180337.0,532.2,537.7,514.2,518.95,12700,14.075727,28460,83100.0,296.25,308.25,294.65,304.75,112220,11.187111,230980,83100.0
2026-01-12 09:25:00 +0530,21805.7,21812.05,21795.3,21795.8,7437743.0,520.8,530.95,502.8,503.55,40660,13.825652,28460,83100.0,302.6,316.0,295.75,314.6,163280,11.307423,230980,83100.0
2026-01-12 09:26:00 +0530,21795.4,21796.85,21782.85,21786.35,7402982.0,519.15,519.15,503.55,514.8,19960,14.165726,28460,83100.0,308.35,314.6,304.55,307.5,152680,11.096376,230980,83100.0
2026-01-12 09:27:00 +0530,21785.6,21785.6,21755.5,21755.9,7430406.0,515.35,515.35,472.25,472.25,54620,14.122414,57500,83100.0,308.9,358.3,307.5,358.3,316660,11.541665,333060,83100.0
2026-01-12 09:28:00 +0530,21754.9,21756.4,21731.5,21732.05,16861667.0,475.95,489.0,472.25,486.85,31940,14.032723,57500,83100.0,355.1,359.65,342.85,348.7,163500,11.745257,333060,83100.0
2026-01-12 09:29:00 +0530,21730.75,21732.3,21720.15,21720.5,9390227.0,488.9,499.45,480.05,482.3,29900,14.106545,89480,83100.0,349.2,352.1,336.0,349.45,110620,11.576462,325440,83100.0
