Strike,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Return %,Status
ATM_CALL,2025-10-08 13:10:00,2025-10-08 13:11:00,241.7,238.07,103,-398.13,-1.6,LOSS
ATM_CALL,2025-10-08 13:15:00,2025-10-08 13:16:00,224.5,221.13,111,-398.53,-1.6,LOSS
ATM_CALL,2025-10-08 13:20:00,2025-10-08 13:21:00,188.5,185.67,132,-397.93,-1.6,LOSS
ATM_CALL,2025-10-08 13:25:00,2025-10-08 13:27:00,174.35,171.73,143,-398.73,-1.6,LOSS
ATM_CALL,2025-10-08 13:30:00,2025-10-08 13:32:00,201.8,198.77,123,-396.96,-1.6,LOSS
ATM_CALL,2025-10-08 13:35:00,2025-10-08 13:41:00,199.4,196.41,125,-398.61,-1.6,LOSS
ATM_CALL,2025-10-08 13:45:00,2025-10-08 13:47:00,203.1,200.05,122,-396.27,-1.6,LOSS
ATM_CALL,2025-10-08 13:50:00,2025-10-08 13:51:00,208.15,205.03,119,-396.13,-1.6,LOSS
ATM_CALL,2025-10-08 13:55:00,2025-10-08 13:57:00,200.15,197.15,124,-396.91,-1.6,LOSS
ATM_CALL,2025-10-08 14:00:00,2025-10-08 14:01:00,209.35,206.21,118,-395.07,-1.6,LOSS
ATM_CALL,2025-10-08 14:05:00,2025-10-08 14:06:00,188.0,185.18,132,-396.87,-1.6,LOSS
ATM_CALL,2025-10-08 14:10:00,2025-10-08 14:11:00,229.2,225.76,108,-395.87,-1.6,LOSS
ATM_CALL,2025-10-09 09:40:00,2025-10-09 09:41:00,173.9,171.29,143,-397.7,-1.6,LOSS
ATM_CALL,2025-10-09 09:45:00,2025-10-09 09:46:00,173.5,170.9,143,-396.78,-1.6,LOSS
ATM_CALL,2025-10-09 09:50:00,2025-10-09 09:51:00,149.1,146.86,166,-395.82,-1.6,LOSS
ATM_CALL,2025-10-09 09:55:00,2025-10-09 09:56:00,152.55,150.26,162,-395.22,-1.6,LOSS
ATM_CALL,2025-10-09 10:00:00,2025-10-09 10:01:00,183.35,180.6,135,-395.85,-1.6,LOSS
ATM_CALL,2025-10-09 10:05:00,2025-10-09 10:06:00,200.05,197.05,124,-396.71,-1.6,LOSS
ATM_CALL,2025-10-09 10:10:00,2025-10-09 10:11:00,178.1,175.43,139,-395.91,-1.6,LOSS
ATM_CALL,2025-10-09 10:15:00,2025-10-09 10:16:00,164.65,162.18,150,-394.97,-1.6,LOSS
ATM_CALL,2025-10-09 10:20:00,2025-10-09 10:21:00,181.0,178.29,137,-396.57,-1.6,LOSS
ATM_CALL,2025-10-09 10:25:00,2025-10-09 10:26:00,167.35,164.84,148,-396.1,-1.6,LOSS
ATM_CALL,2025-10-09 10:30:00,2025-10-09 10:31:00,172.25,169.67,143,-393.92,-1.6,LOSS
ATM_CALL,2025-10-09 10:35:00,2025-10-09 10:38:00,134.8,161.76,183,4906.54,19.89,WIN
ATM_CALL,2025-10-09 10:40:00,2025-10-09 10:41:00,161.35,158.93,154,-397.38,-1.6,LOSS
ATM_CALL,2025-10-09 10:45:00,2025-10-09 10:46:00,164.0,161.54,151,-396.04,-1.6,LOSS
ATM_CALL,2025-10-09 10:50:00,2025-10-09 10:51:00,148.2,145.98,167,-395.8,-1.6,LOSS
ATM_CALL,2025-10-09 10:55:00,2025-10-09 10:56:00,120.15,118.35,206,-395.83,-1.6,LOSS
ATM_CALL,2025-10-09 11:00:00,2025-10-09 11:01:00,156.2,153.86,159,-397.19,-1.6,LOSS
ATM_CALL,2025-10-09 11:05:00,2025-10-09 11:06:00,130.3,128.35,190,-395.93,-1.6,LOSS
ATM_CALL,2025-10-09 11:10:00,2025-10-09 11:11:00,142.55,140.41,174,-396.67,-1.6,LOSS
ATM_CALL,2025-10-09 11:15:00,2025-10-09 11:16:00,135.4,162.48,183,4928.38,19.89,WIN
ATM_CALL,2025-10-09 11:20:00,2025-10-09 11:21:00,159.35,156.96,156,-397.55,-1.6,LOSS
ATM_CALL,2025-10-09 11:25:00,2025-10-09 11:26:00,111.8,134.16,223,4958.86,19.89,WIN
ATM_CALL,2025-10-09 11:30:00,2025-10-09 11:31:00,173.85,171.24,144,-400.36,-1.6,LOSS
ATM_CALL,2025-10-09 11:35:00,2025-10-09 11:37:00,144.8,173.76,173,4982.52,19.89,WIN
ATM_CALL,2025-10-09 11:40:00,2025-10-09 11:41:00,156.0,153.66,161,-401.67,-1.6,LOSS
ATM_CALL,2025-10-09 11:45:00,2025-10-09 11:46:00,136.6,134.55,184,-401.96,-1.6,LOSS
ATM_CALL,2025-10-09 11:50:00,2025-10-09 11:51:00,149.65,147.41,168,-402.07,-1.6,LOSS
ATM_CALL,2025-10-09 11:55:00,2025-10-09 11:56:00,167.1,164.59,150,-400.85,-1.6,LOSS
ATM_CALL,2025-10-09 12:00:00,2025-10-09 12:01:00,144.9,142.73,173,-400.9,-1.6,LOSS
ATM_CALL,2025-10-09 12:05:00,2025-10-09 12:06:00,134.25,132.24,187,-401.49,-1.6,LOSS
ATM_CALL,2025-10-09 12:10:00,2025-10-09 12:11:00,116.55,139.86,215,4984.09,19.89,WIN
ATM_CALL,2025-10-09 12:15:00,2025-10-09 12:16:00,86.45,103.74,291,5003.72,19.89,WIN
ATM_CALL,2025-10-09 12:20:00,2025-10-09 12:21:00,114.5,112.78,221,-404.68,-1.6,LOSS
ATM_CALL,2025-10-09 12:25:00,2025-10-09 12:26:00,110.85,109.19,228,-404.19,-1.6,LOSS
ATM_CALL,2025-10-09 12:30:00,2025-10-09 12:31:00,141.7,139.57,178,-403.37,-1.6,LOSS
ATM_CALL,2025-10-09 12:35:00,2025-10-09 12:36:00,141.05,138.93,179,-403.78,-1.6,LOSS
ATM_CALL,2025-10-09 12:40:00,2025-10-09 12:41:00,121.95,120.12,207,-403.71,-1.6,LOSS
ATM_CALL,2025-10-09 12:45:00,2025-10-09 12:46:00,117.4,115.64,215,-403.67,-1.6,LOSS
ATM_CALL,2025-10-09 12:50:00,2025-10-09 12:51:00,142.2,140.07,177,-402.52,-1.6,LOSS
ATM_CALL,2025-10-09 12:55:00,2025-10-09 12:56:00,109.75,108.1,230,-403.69,-1.6,LOSS
ATM_CALL,2025-10-09 13:00:00,2025-10-09 13:01:00,92.0,90.62,274,-403.14,-1.6,LOSS
ATM_CALL,2025-10-09 13:05:00,2025-10-09 13:07:00,92.0,90.62,274,-403.14,-1.6,LOSS
ATM_CALL,2025-10-09 13:10:00,2025-10-09 13:11:00,88.7,87.37,284,-402.86,-1.6,LOSS
ATM_CALL,2025-10-09 13:15:00,2025-10-09 13:16:00,86.05,84.76,293,-403.21,-1.6,LOSS
ATM_CALL,2025-10-09 13:20:00,2025-10-09 13:21:00,113.45,111.75,222,-402.79,-1.6,LOSS
ATM_CALL,2025-10-09 13:25:00,2025-10-09 13:26:00,88.35,87.02,285,-402.69,-1.6,LOSS
ATM_CALL,2025-10-09 13:30:00,2025-10-09 13:31:00,113.35,136.02,222,5005.06,19.89,WIN
ATM_CALL,2025-10-09 13:35:00,2025-10-09 13:36:00,125.6,123.72,201,-403.74,-1.6,LOSS
ATM_CALL,2025-10-09 13:40:00,2025-10-09 13:41:00,109.75,108.1,230,-403.69,-1.6,LOSS
ATM_CALL,2025-10-09 13:45:00,2025-10-09 13:46:00,69.5,68.46,364,-404.58,-1.6,LOSS
ATM_CALL,2025-10-09 13:50:00,2025-10-09 13:51:00,114.3,112.59,221,-403.98,-1.6,LOSS
ATM_CALL,2025-10-09 13:55:00,2025-10-09 13:56:00,84.3,83.04,300,-404.45,-1.6,LOSS
ATM_CALL,2025-10-09 14:00:00,2025-10-09 14:01:00,95.95,94.51,263,-403.57,-1.6,LOSS
ATM_CALL,2025-10-09 14:05:00,2025-10-09 14:06:00,108.85,107.22,232,-403.86,-1.6,LOSS
ATM_CALL,2025-10-09 14:10:00,2025-10-09 14:11:00,86.2,103.44,293,5023.54,19.89,WIN
ATM_CALL,2025-10-09 14:15:00,2025-10-09 14:16:00,101.35,99.83,250,-405.21,-1.6,LOSS
ATM_CALL,2025-10-09 14:20:00,2025-10-09 14:21:00,58.4,57.52,434,-405.34,-1.6,LOSS
ATM_CALL,2025-10-09 14:25:00,2025-10-09 14:26:00,59.25,58.36,428,-405.55,-1.6,LOSS
ATM_CALL,2025-10-09 14:30:00,2025-10-09 14:31:00,63.75,62.79,398,-405.77,-1.6,LOSS
ATM_CALL,2025-10-09 14:35:00,2025-10-09 14:36:00,41.3,49.56,614,5043.75,19.89,WIN
ATM_CALL,2025-10-09 14:40:00,2025-10-09 14:41:00,21.55,25.86,1182,5066.4,19.89,WIN
ATM_CALL,2025-10-09 14:45:00,2025-10-09 14:46:00,32.4,31.91,790,-409.34,-1.6,LOSS
ATM_CALL,2025-10-09 14:50:00,2025-10-09 14:51:00,62.7,75.24,408,5088.18,19.89,WIN
ATM_CALL,2025-10-09 14:55:00,2025-10-09 14:56:00,27.75,33.3,927,5116.55,19.89,WIN
ATM_CALL,2025-10-09 15:00:00,2025-10-09 15:01:00,62.0,74.4,417,5142.36,19.89,WIN
ATM_CALL,2025-10-09 15:05:00,2025-10-09 15:06:00,76.6,75.45,339,-415.28,-1.6,LOSS
ATM_CALL,2025-10-09 15:10:00,2025-10-09 15:11:00,7.4,7.29,3510,-415.39,-1.6,LOSS
ATM_CALL,2025-10-09 15:15:00,2025-10-09 15:16:00,0.75,0.9,34626,5165.33,19.89,WIN
ATM_CALL,2025-10-09 15:20:00,2025-10-09 15:21:00,0.25,0.3,104397,5191.14,19.89,WIN
ATM_CALL,2025-10-09 15:25:00,2025-10-09 15:26:00,0.05,0.06,524582,5216.97,19.89,WIN
ATM_CALL,2025-10-10 09:15:00,2025-10-10 09:16:00,469.15,462.11,56,-420.16,-1.6,LOSS
ATM_CALL,2025-10-10 09:20:00,2025-10-10 09:21:00,457.0,450.15,57,-416.59,-1.6,LOSS
ATM_CALL,2025-10-10 09:25:00,2025-10-10 09:30:00,419.5,413.21,62,-415.95,-1.6,LOSS
ATM_CALL,2025-10-10 09:35:00,2025-10-10 09:41:00,427.55,421.14,61,-417.09,-1.6,LOSS
ATM_CALL,2025-10-10 09:45:00,2025-10-10 09:52:00,420.85,414.54,62,-417.29,-1.6,LOSS
ATM_CALL,2025-10-10 09:55:00,2025-10-10 09:56:00,477.0,469.85,55,-419.56,-1.6,LOSS
ATM_CALL,2025-10-10 10:00:00,2025-10-10 10:01:00,420.9,414.59,62,-417.34,-1.6,LOSS
ATM_CALL,2025-10-10 10:05:00,2025-10-10 10:14:00,442.75,436.11,59,-417.76,-1.6,LOSS
ATM_CALL,2025-10-10 10:15:00,2025-10-10 10:46:00,420.55,504.66,62,5186.14,19.89,WIN
ATM_CALL,2025-10-10 10:50:00,2025-10-10 10:56:00,464.45,457.48,56,-415.95,-1.6,LOSS
ATM_CALL,2025-10-10 11:00:00,2025-10-10 11:03:00,443.2,436.55,59,-418.18,-1.6,LOSS
ATM_CALL,2025-10-10 11:05:00,2025-10-10 11:12:00,455.6,448.77,57,-415.31,-1.6,LOSS
ATM_CALL,2025-10-10 11:15:00,2025-10-10 11:16:00,479.0,471.82,55,-421.32,-1.6,LOSS
ATM_CALL,2025-10-10 11:20:00,2025-10-10 12:44:00,467.85,460.83,56,-419.0,-1.6,LOSS
ATM_CALL,2025-10-10 12:45:00,2025-10-10 12:47:00,455.9,449.06,57,-415.59,-1.6,LOSS
ATM_CALL,2025-10-10 12:50:00,2025-10-10 12:52:00,461.8,454.87,57,-420.96,-1.6,LOSS
ATM_CALL,2025-10-10 12:55:00,2025-10-10 12:59:00,469.1,462.06,56,-420.12,-1.6,LOSS
ATM_CALL,2025-10-10 13:00:00,2025-10-10 13:04:00,472.7,465.61,55,-415.78,-1.6,LOSS
ATM_CALL,2025-10-10 13:05:00,2025-10-10 13:06:00,468.6,461.57,56,-419.67,-1.6,LOSS
ATM_CALL,2025-10-10 13:10:00,2025-10-10 13:11:00,517.0,509.25,50,-413.41,-1.6,LOSS
ATM_CALL,2025-10-10 13:15:00,2025-10-10 13:23:00,453.9,447.09,57,-413.76,-1.6,LOSS
ATM_CALL,2025-10-10 13:25:00,2025-10-10 13:29:00,466.85,459.85,56,-418.1,-1.6,LOSS
ATM_CALL,2025-10-10 13:30:00,2025-10-10 13:57:00,454.05,447.24,57,-413.9,-1.6,LOSS
ATM_CALL,2025-10-13 12:30:00,2025-10-13 12:32:00,369.4,363.86,71,-419.44,-1.6,LOSS
ATM_CALL,2025-10-13 12:35:00,2025-10-13 12:51:00,354.05,348.74,74,-419.0,-1.6,LOSS
ATM_CALL,2025-10-13 12:55:00,2025-10-13 12:59:00,376.3,370.66,69,-415.24,-1.6,LOSS
ATM_CALL,2025-10-13 13:00:00,2025-10-13 13:01:00,397.3,391.34,66,-419.35,-1.6,LOSS
ATM_CALL,2025-10-13 13:05:00,2025-10-13 13:14:00,355.5,350.17,73,-415.03,-1.6,LOSS
ATM_CALL,2025-10-13 13:15:00,2025-10-13 13:17:00,325.5,390.6,80,5179.36,19.89,WIN
ATM_CALL,2025-10-13 13:20:00,2025-10-13 13:22:00,370.7,365.14,71,-420.92,-1.6,LOSS
ATM_CALL,2025-10-13 13:25:00,2025-10-13 13:49:00,356.4,351.05,73,-416.08,-1.6,LOSS
ATM_CALL,2025-10-13 13:50:00,2025-10-13 13:51:00,388.15,382.33,67,-415.9,-1.6,LOSS
ATM_CALL,2025-10-13 13:55:00,2025-10-13 13:56:00,370.55,364.99,70,-414.82,-1.6,LOSS
