Strike,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Return %,Status
ATM_CALL,2024-01-01 12:01:00,2024-01-01 12:44:00,177.37,212.84,140,4939.05,19.89,WIN
ATM_CALL,2024-01-01 12:45:00,2024-01-01 13:30:00,215.78,258.94,116,4978.56,19.89,WIN
ATM_CALL,2024-01-01 13:33:00,2024-01-01 14:21:00,262.71,315.25,96,5016.29,19.89,WIN
ATM_CALL,2024-01-01 14:22:00,2024-01-01 15:27:00,317.66,381.19,79,4991.42,19.89,WIN
ATM+1_CALL,2024-01-01 11:57:00,2024-01-01 12:36:00,186.13,223.36,134,4960.85,19.89,WIN
ATM+1_CALL,2024-01-01 12:37:00,2024-01-01 13:23:00,227.02,272.42,110,4966.97,19.89,WIN
ATM+1_CALL,2024-01-01 13:26:00,2024-01-01 14:47:00,275.06,330.07,91,4978.56,19.89,WIN
ATM+1_CALL,2024-01-01 14:48:00,2024-01-01 15:29:00,328.33,361.83,77,2552.93,10.1,WIN
ATM-1_CALL,2024-01-01 12:02:00,2024-01-01 12:44:00,150.85,181.02,165,4950.67,19.89,WIN
ATM-1_CALL,2024-01-01 12:47:00,2024-01-01 13:28:00,189.5,227.4,132,4975.28,19.89,WIN
ATM-1_CALL,2024-01-01 13:29:00,2024-01-01 14:14:00,229.79,275.75,109,4981.87,19.89,WIN
ATM-1_CALL,2024-01-01 14:15:00,2024-01-01 15:09:00,279.89,335.87,90,5010.31,19.89,WIN
ATM-1_CALL,2024-01-01 15:10:00,2024-01-01 15:29:00,337.68,355.37,75,1300.76,5.14,WIN
