Strike,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Return %,Status
ATM_CALL,2024-01-01 11:08:00,2024-01-01 11:21:00,122.7,147.24,203,4954.22,19.89,WIN
ATM_CALL,2024-01-01 11:30:00,2024-01-01 11:46:00,166.0,199.2,151,4985.63,19.89,WIN
ATM_CALL,2024-01-01 11:47:00,2024-01-01 12:03:00,210.49,252.59,119,4982.11,19.89,WIN
ATM_CALL,2024-01-01 12:10:00,2024-01-01 13:04:00,276.07,331.28,91,4996.84,19.89,WIN
ATM_CALL,2024-01-01 13:05:00,2024-01-01 14:48:00,331.11,326.14,77,-407.74,-1.6,LOSS
ATM_CALL,2024-01-01 14:49:00,2024-01-01 14:55:00,320.83,316.02,79,-405.34,-1.6,LOSS
ATM_CALL,2024-01-01 14:56:00,2024-01-01 14:58:00,312.0,307.32,81,-404.16,-1.6,LOSS
ATM_CALL,2024-01-01 14:59:00,2024-01-01 15:03:00,305.08,300.5,83,-404.96,-1.6,LOSS
ATM_CALL,2024-01-01 15:04:00,2024-01-01 15:08:00,304.21,299.65,83,-403.8,-1.6,LOSS
ATM_CALL,2024-01-01 15:09:00,2024-01-01 15:14:00,297.84,293.37,85,-404.87,-1.6,LOSS
ATM_CALL,2024-01-01 15:15:00,2024-01-01 15:18:00,291.0,286.64,87,-404.88,-1.6,LOSS
ATM_CALL,2024-01-01 15:19:00,2024-01-01 15:29:00,283.3,279.05,89,-403.23,-1.6,LOSS
ATM+1_CALL,2024-01-01 11:09:00,2024-01-01 11:26:00,150.55,180.66,166,4970.77,19.89,WIN
ATM+1_CALL,2024-01-01 11:27:00,2024-01-01 11:42:00,184.84,221.81,135,4963.23,19.89,WIN
ATM+1_CALL,2024-01-01 11:43:00,2024-01-01 12:03:00,227.11,272.53,111,5014.11,19.89,WIN
ATM+1_CALL,2024-01-01 12:04:00,2024-01-01 12:30:00,276.87,332.24,91,5011.32,19.89,WIN
ATM+1_CALL,2024-01-01 12:33:00,2024-01-01 15:09:00,337.92,332.85,75,-405.31,-1.6,LOSS
ATM+1_CALL,2024-01-01 15:12:00,2024-01-01 15:17:00,329.09,324.15,77,-405.25,-1.6,LOSS
ATM+1_CALL,2024-01-01 15:18:00,2024-01-01 15:21:00,322.7,317.86,78,-402.54,-1.6,LOSS
ATM+1_CALL,2024-01-01 15:24:00,2024-01-01 15:27:00,314.47,309.75,80,-402.33,-1.6,LOSS
ATM+1_CALL,2024-01-01 15:28:00,2024-01-01 15:29:00,309.87,309.87,82,-25.41,-0.1,LOSS
ATM-1_CALL,2024-01-01 11:09:00,2024-01-01 11:26:00,153.6,184.32,162,4949.27,19.89,WIN
ATM-1_CALL,2024-01-01 11:27:00,2024-01-01 11:48:00,188.81,226.57,133,4994.72,19.89,WIN
ATM-1_CALL,2024-01-01 11:49:00,2024-01-01 12:10:00,229.58,275.5,109,4977.32,19.89,WIN
ATM-1_CALL,2024-01-01 12:11:00,2024-01-01 12:59:00,283.01,339.61,89,5009.87,19.89,WIN
ATM-1_CALL,2024-01-01 13:02:00,2024-01-01 15:29:00,345.38,343.08,73,-193.03,-0.77,LOSS
