Strike,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Return %,Status
ATM_CALL,2026-02-09 10:55:00,2026-02-09 11:02:00,90.65,89.29,275,-398.67,-1.6,LOSS
ATM_CALL,2026-02-09 15:05:00,2026-02-09 15:10:00,80.85,79.64,309,-399.54,-1.6,LOSS
ATM_CALL,2026-02-10 09:20:00,2026-02-10 09:21:00,61.1,60.18,408,-398.67,-1.6,LOSS
ATM_CALL,2026-02-10 09:25:00,2026-02-10 09:26:00,55.35,54.52,451,-399.22,-1.6,LOSS
ATM_CALL,2026-02-10 09:30:00,2026-02-10 09:31:00,57.7,56.83,432,-398.64,-1.6,LOSS
ATM_CALL,2026-02-10 09:35:00,2026-02-10 09:36:00,44.0,43.34,567,-398.98,-1.6,LOSS
ATM_CALL,2026-02-10 09:40:00,2026-02-10 09:42:00,41.6,49.92,599,4956.27,19.89,WIN
ATM_CALL,2026-02-10 12:50:00,2026-02-10 12:52:00,21.2,20.88,1182,-400.75,-1.6,LOSS
ATM_CALL,2026-02-10 12:55:00,2026-02-10 12:56:00,20.75,20.44,1207,-400.54,-1.6,LOSS
ATM_CALL,2026-02-10 15:05:00,2026-02-10 15:06:00,5.95,5.86,4209,-400.51,-1.6,LOSS
ATM_CALL,2026-02-10 15:10:00,2026-02-10 15:11:00,5.35,5.27,4679,-400.33,-1.6,LOSS
ATM_CALL,2026-02-11 09:20:00,2026-02-11 09:21:00,139.9,137.8,178,-398.25,-1.6,LOSS
ATM_CALL,2026-02-11 09:25:00,2026-02-11 09:28:00,136.05,134.01,183,-398.17,-1.6,LOSS
ATM_CALL,2026-02-12 12:55:00,2026-02-12 12:56:00,124.0,122.14,201,-398.6,-1.6,LOSS
ATM_CALL,2026-02-13 12:35:00,2026-02-13 12:36:00,109.8,108.15,227,-398.61,-1.6,LOSS
ATM_CALL,2026-02-16 10:15:00,2026-02-16 10:16:00,95.2,93.77,262,-398.89,-1.6,LOSS
ATM_CALL,2026-02-16 12:20:00,2026-02-16 12:21:00,90.95,89.59,274,-398.54,-1.6,LOSS
ATM_CALL,2026-02-16 12:25:00,2026-02-16 12:26:00,89.1,87.76,280,-398.98,-1.6,LOSS
ATM_CALL,2026-02-16 12:30:00,2026-02-16 12:32:00,72.2,71.12,345,-398.36,-1.6,LOSS
ATM_CALL,2026-02-16 12:35:00,2026-02-16 12:37:00,73.35,72.25,340,-398.84,-1.6,LOSS
ATM_CALL,2026-02-16 14:30:00,2026-02-16 14:32:00,95.3,93.87,261,-397.79,-1.6,LOSS
ATM_CALL,2026-02-16 14:35:00,2026-02-16 14:36:00,89.3,87.96,279,-398.45,-1.6,LOSS
ATM_CALL,2026-02-16 14:40:00,2026-02-16 14:41:00,81.9,80.67,304,-398.17,-1.6,LOSS
