Strike,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Return %,Status
ATM_CALL,2026-02-12 10:25:00,2026-02-12 10:26:00,149.1,146.86,167,-398.21,-1.6,LOSS
ATM_CALL,2026-02-12 12:05:00,2026-02-12 12:09:00,130.5,128.54,191,-398.62,-1.6,LOSS
ATM_CALL,2026-02-19 12:40:00,2026-02-19 12:41:00,132.55,159.06,188,4956.47,19.89,WIN
ATM_CALL,2026-02-19 12:50:00,2026-02-19 12:51:00,166.75,164.25,150,-400.01,-1.6,LOSS
ATM_CALL,2026-02-19 14:25:00,2026-02-19 14:26:00,74.0,72.89,339,-401.19,-1.6,LOSS
ATM_CALL,2026-02-24 10:20:00,2026-02-24 11:00:00,432.8,426.31,57,-394.53,-1.6,LOSS
ATM_CALL,2026-02-24 11:50:00,2026-02-24 11:51:00,445.6,438.92,56,-399.07,-1.6,LOSS
ATM_CALL,2026-02-24 13:25:00,2026-02-24 14:02:00,440.0,433.4,56,-394.06,-1.6,LOSS
ATM_CALL,2026-02-27 10:50:00,2026-02-27 10:51:00,556.65,548.3,45,-400.6,-1.6,LOSS
ATM_CALL,2026-03-02 10:15:00,2026-03-02 10:17:00,641.5,631.88,39,-400.11,-1.6,LOSS
ATM_CALL,2026-03-02 10:20:00,2026-03-02 10:21:00,623.7,614.34,40,-398.98,-1.6,LOSS
ATM_CALL,2026-03-02 10:55:00,2026-03-02 11:18:00,588.0,579.18,42,-394.95,-1.6,LOSS
ATM_CALL,2026-03-02 11:30:00,2026-03-02 11:31:00,634.4,624.88,39,-395.68,-1.6,LOSS
ATM_CALL,2026-03-02 11:35:00,2026-03-02 11:37:00,589.5,580.66,42,-395.96,-1.6,LOSS
ATM_CALL,2026-03-02 11:40:00,2026-03-02 11:41:00,605.4,596.32,41,-396.96,-1.6,LOSS
ATM_CALL,2026-03-02 11:45:00,2026-03-02 11:48:00,595.05,586.12,41,-390.17,-1.6,LOSS
ATM_CALL,2026-03-02 11:50:00,2026-03-02 11:51:00,582.45,573.71,42,-391.22,-1.6,LOSS
